Path,Last commit date,Line,Matched phrase,Claim excerpt,Audit handling
.kiro/docs/plans/git/GIT_MANAGEMENT_PLAN.md,2025-12-29,2489,clean,# تشغيل cleanup,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/GIT_MANAGEMENT_PLAN.md,2025-12-29,2490,clean,bash .kiro/scripts/maintenance/git-cleanup.sh,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/GIT_MANAGEMENT_PLAN.md,2025-12-29,2512,clean,**س: كم مرة يجب تشغيل git-cleanup؟**,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/GIT_MANAGEMENT_PLAN.md,2025-12-29,2539,clean,- شهرياً: cleanup,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/GIT_MANAGEMENT_PLAN.md,2025-12-29,2564,clean,| **#7: Git Cleanup Script** | P2 | 20 دقيقة | تنظيف دوري |,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/GIT_MANAGEMENT_PLAN.md,2025-12-29,2589,clean,- ✅ صيانة دورية (Git Cleanup Script),Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/GIT_MANAGEMENT_QUICK_START.md,2026-01-02,35,clean,"git commit -m ""chore(git): massive cleanup""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,258,100%,"| **الإجمالي** | 1,947 | 100% | - | - |",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,556,pass,"if git diff --cached | grep -iE ""(api[_-]?key|password|secret|token|credentials)\s*="" | grep -v ""\.gitignore"" | head -5; then",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,566,pass,"echo ""✅ All pre-commit checks passed!""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,649,complete; completed,"echo ""✅ Backup completed""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,706,clean,git rev-parse HEAD > .git-head-before-cleanup.txt,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,708,مكتمل,"echo ""✅ المرحلة 0 مكتملة""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,711,clean,"echo ""📝 HEAD: $(cat .git-head-before-cleanup.txt)""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,730,clean,# Git Cleanup - Added $(date +%Y-%m-%d),Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,791,clean,"git commit -m ""chore(git): massive cleanup - remove 1,893 generated files",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,808,clean,"echo ""✅ Cleanup commit created""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,922,complete,- Complete spec ready for implementation,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,924,complete,"This spec defines the complete i18n system for the application.""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,954,clean,- Enhanced cleanup and prevention strategy,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,956,clean,- Git history cleanup plan,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,959,complete,- Complete rollback plan,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,975,clean,"# يجب أن يكون الناتج: ""nothing to commit, working tree clean""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,977,clean,"echo ""✅ Working tree clean!""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1008,clean,if [ ! -f .git-history-cleaned ]; then,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1018,complete; completed,"echo ""✅ Force push completed""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1056,clean,git bundle create ../basir-before-history-cleanup.bundle --all,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1077,clean,touch .git-history-cleaned,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1079,clean,"echo ""✅ Git history cleaned""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1101,clean,git reset --hard $(cat .git-head-before-cleanup.txt),Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1106,clean,"echo ""✅ Rolled back to before cleanup""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1159,clean,git clone basir-before-history-cleanup.bundle basir-restored,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1178,complete; completed,"echo ""✅ Full restore completed""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1262,complete; completed,"echo ""✅ Health check completed""",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1484,pass,#### مقياس #4: CI/CD Pass Rate,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1570,100%,| **المراقبة** | ❌ مفقود | ✅ آلي | +100% |,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1587,100%,**الفائدة:** أمان 100% - يمكن الرجوع في أي وقت,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1611,clean,#### 4. خطة Git History Cleanup - **جديد!**,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1653,100%,**الفائدة:** ثقة 100% في التنفيذ,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1697,100%,"| **Generated Files** | 1,821 | 0 | **-100%** |",Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1700,100%,| **Commit Safety** | 🔴 | ✅ | **+100%** |,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1701,100%,| **Monitoring** | ❌ | ✅ | **+100%** |,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1770,clean,✅ النظر في Automated cleanup scripts,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/git/archive/GIT_MANAGEMENT_PLAN_V2.md,2026-01-02,1874,clean,- ✅ خطة Git history cleanup,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/testing/README.md,2025-12-10,38,مكتمل,- **الحالة:** ✅ مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/testing/README.md,2025-12-10,60,100%,- ✅ تطبيق المبادئ: 100%,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/testing/README.md,2025-12-10,107,مكتمل,| الحالة | ✅ مكتمل |,Claim only — requires implementation/test evidence before verification
.kiro/docs/plans/testing/README.md,2025-12-10,116,final,- `.kiro/docs/reports/testing/SCRIPTS_TESTING_FINAL_SUMMARY.md` - التقرير النهائي,Claim only — requires implementation/test evidence before verification
.kiro/docs/reorganization/CRITICAL_REORGANIZATION_ANALYSIS.md,2026-01-02,421,clean,- [BFG Repo-Cleaner](https://rtyley.github.io/bfg-repo-cleaner/),Claim only — requires implementation/test evidence before verification
.kiro/docs/reorganization/REORGANIZATION_SUCCESS.md,2025-12-15,4,مكتمل,**الحالة:** مكتمل بنجاح,Claim only — requires implementation/test evidence before verification
.kiro/docs/reorganization/REORGANIZATION_SUCCESS.md,2025-12-15,10,مكتمل,✅ **إعادة تنظيم شاملة لـ `.kiro/docs/` مكتملة بنجاح!**,Claim only — requires implementation/test evidence before verification
.kiro/docs/reorganization/REORGANIZATION_SUCCESS.md,2025-12-15,37,final,- **الشامل:** `../reports/GIT_AND_DOCS_REORGANIZATION_FINAL_SUMMARY.md`,Claim only — requires implementation/test evidence before verification
.kiro/docs/reorganization/documentation_restructure_summary.md,2026-01-02,7,مكتمل,**الحالة:** ✅ مكتمل بنجاح,Claim only — requires implementation/test evidence before verification
.kiro/docs/reorganization/documentation_restructure_summary.md,2026-01-02,234,مكتمل,**الحالة:** ✅ مكتمل ومعتمد,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,4,complete; completed,**Status:** ✅ COMPLETED,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,11,complete; completed,The comprehensive repository audit has been completed successfully.,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,79,clean,- ✅ Clean Architecture implementation (378 Dart files),Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,83,implemented,- ✅ ZATCA compliance implemented,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,84,clean,- ✅ Clean Git repository,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,104,clean,1. **Root Directory Cleanup**,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,190,clean,- Professional cleanliness,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,248,clean,1. Root directory cleanup,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,277,complete,- ✅ All tests complete within timeout,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,279,pass,- ✅ CI/CD passes,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,283,complete,- ✅ Riverpod migration plan complete,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,312,clean,- Clean root directory,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,361,complete; completed,- [x] Audit completed,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,381,complete; completed,**Status:** ✅ AUDIT COMPLETED SUCCESSFULLY,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/AUDIT_COMPLETION_STATUS_20260115.md,2026-01-15,384,complete; completed,**Time:** Completed,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/BLUEPRINT_STATUS.md,2025-12-24,9,مكتمل,## 🎉 التفعيل مكتمل!,Claim only — requires implementation/test evidence before verification
.kiro/docs/reports/COMPREHENSIVE_REPOSITORY_AUDIT_20260115.md,2026-01-15,7,clean,**Status:** ✅ Clean Working Tree,Claim only — requires implementation/test evidence before verification
